Bowflex Brand,CAM39441 dosbigl1,,1/4/2017,1/2/2017,7,Online Search,Web
Bowflex Catalog,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,4,Online Search,Web
Bowflex Catalog,CAM39441 dosbigl1,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,5,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Revolution,CAM39441 dosbigl1,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,1/4/2017,1/4/2017,1/2/2017,3,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Catalog,CAM40820 1800BFXCATALOG,1/4/2017,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,1/4/2017,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,1/4/2017,1/4/2017,1/2/2017,4,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,1/4/2017,1/2/2017,7,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,1/4/2017,1/4/2017,1/2/2017,8,Online Search,Web
Treadclimber,CAM43683 dosbitsl14,1/5/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44172 dseesf14a,1/4/2017,1/4/2017,1/2/2017,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,1/4/2017,1/2/2017,25,Electronic - Short Form,Web
Treadclimber,CAM44172 dseesf14a,,1/4/2017,1/2/2017,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Treadclimber,CAM44213 dseesf14b,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,2,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Revolution,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Schwinn,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,4,Online Search,Call Center Internal
Treadclimber,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,6,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
Bowflex Catalog,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,1/4/2017,1/4/2017,1/2/2017,4,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,8,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,13,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44236 SAWMAX,,1/4/2017,1/2/2017,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,1/16/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,1/4/2017,1/2/2017,27,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44429 dosbiesl1,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,1/4/2017,1/2/2017,17,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Bowflex Catalog,CAM44497 dosg2esl1,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,1/4/2017,1/4/2017,1/2/2017,21,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,1/4/2017,1/2/2017,122,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44497 dosg2esl1,1/11/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,1/4/2017,1/2/2017,42,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM44539 SAWDOSG2EMOBILE2,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Bowflex Catalog,CAM44543 dosbiesl3,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44567 dosg2esl3,1/5/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44567 dosg2esl3,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,1/4/2017,1/4/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,1/4/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Catalog,CAM44887 dofg2efeed1,1/4/2017,1/4/2017,1/2/2017,2,Online Shopping,Web
Bowflex Home Gyms,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,1/4/2017,1/4/2017,1/2/2017,9,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,1/6/2017,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,82,Online Shopping,Web
Bowflex Revolution,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,2,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,1/4/2017,1/2/2017,32,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,1/4/2017,1/2/2017,9,Online Shopping,Web
Treadclimber,CAM44948 dofbiefeed1,,1/4/2017,1/2/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45042 SAWDOFBIE,1/4/2017,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Treadclimber,CAM45042 SAWDOFBIE,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,1/4/2017,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,1/4/2017,1/2/2017,3,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,1/4/2017,1/2/2017,5,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,1/4/2017,1/4/2017,1/2/2017,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,1/4/2017,1/2/2017,8,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,1/4/2017,1/2/2017,21,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM45387 DSEESF14E,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45563 DPEEPRINT14D,,1/4/2017,1/2/2017,1,Electronic - Print,Web
Treadclimber,CAM45690 SAWICAOSGCE,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM45692 SAWICAOFG2E,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45729 DOSG2ESL6,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,1/4/2017,1/2/2017,3,Online Search,Web
Treadclimber,CAM45729 DOSG2ESL6,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,1/4/2017,1/2/2017,21,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45730 DOSG2ESL7,,1/4/2017,1/2/2017,2,Online Search,Web
Treadclimber,CAM45730 DOSG2ESL7,,1/4/2017,1/2/2017,14,Online Search,Web
Bowflex Max Trainer,CAM45731 DOSBIESL6,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,1/4/2017,1/2/2017,6,Online Search,Web
Treadclimber,CAM45732 DOSBIESL7,,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Catalog,CAM45797 DSEESF14G,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45797 DSEESF14G,1/4/2017,1/4/2017,1/2/2017,7,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45797 DSEESF14G,,1/4/2017,1/2/2017,13,Electronic - Short Form,Web
Treadclimber,CAM45797 DSEESF14G,,1/4/2017,1/2/2017,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,1/4/2017,1/4/2017,1/2/2017,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,1/4/2017,1/2/2017,12,Electronic - Short Form,Web
Treadclimber,CAM45798 DSEESF14H,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Catalog,CAM45852 DOSG2TSL32,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,1/4/2017,1/4/2017,1/2/2017,33,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,1/4/2017,1/2/2017,6,Online Search,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,,1/4/2017,1/2/2017,1,Online Display,Web
Bowflex Home Gyms,CAM47150 DOSG2ESL9,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,1/4/2017,1/4/2017,1/2/2017,6,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,1/4/2017,1/2/2017,28,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,,1/4/2017,1/2/2017,5,Online Search,Web
Bowflex Home Gyms,CAM47152 DOSBIESL8,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,1/4/2017,1/2/2017,8,Online Search,Web
Treadclimber,CAM47152 DOSBIESL8,,1/4/2017,1/2/2017,4,Online Search,Web
Bowflex Home Gyms,CAM47170 DOXFBGL1,,1/4/2017,1/2/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM47170 DOXFBGL1,,1/4/2017,1/2/2017,1,Online Social,Web
Bowflex Max Trainer,CAM47235 SAWDODCTOT,,1/4/2017,1/2/2017,2,Online Display,Call Center Internal
Treadclimber,CAM47235 SAWDODCTOT,,1/4/2017,1/2/2017,2,Online Display,Call Center Internal
Bowflex Catalog,CAM47239 SAWDODCTOE,,1/4/2017,1/2/2017,1,Online Display,Call Center Internal
Bowflex Selecttech Dumbbells,CAM47244 SAWDODCTOD,,1/4/2017,1/2/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM47251 DODCTOEDL2,1/4/2017,1/4/2017,1/2/2017,4,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,1/4/2017,1/2/2017,38,Online Display,Web
Treadclimber,CAM47251 DODCTOEDL2,,1/4/2017,1/2/2017,13,Online Display,Web
Bowflex Max Trainer,CAM47254 DODCTOTDL1,,1/4/2017,1/2/2017,2,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,1/4/2017,1/4/2017,1/2/2017,3,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,1/4/2017,1/2/2017,12,Online Display,Web
Bowflex Home Gyms,CAM47260 DODCTOGDL1,1/4/2017,1/4/2017,1/2/2017,2,Online Display,Web
Bowflex Home Gyms,CAM47260 DODCTOGDL1,,1/4/2017,1/2/2017,3,Online Display,Web
Bowflex Revolution,CAM47260 DODCTOGDL1,,1/4/2017,1/2/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47266 DODCTODDL1,,1/4/2017,1/2/2017,1,Online Display,Web
Treadclimber,CAM47391 PUREN5MINFIVE*TIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM47936 P0915WMNWRLDCOLBDY,,1/4/2017,1/2/2017,1,Print,Call Center Internal
Treadclimber,CAM48177 P1115WEBMDDCOLBDY,1/4/2017,1/4/2017,1/2/2017,1,Print,Call Center Internal
Bowflex Catalog,CAM48472 DOSG2TSL38,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM48472 DOSG2TSL38,,1/4/2017,1/2/2017,2,Online Search,Web
Treadclimber,CAM48473 DOSG2TSL39,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48552 P0116MENSFITALEX,1/4/2017,1/4/2017,1/2/2017,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48876 DSEESF15A,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Catalog,CAM48984 DOSG2ESL11,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,1/4/2017,1/2/2017,9,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,,1/4/2017,1/2/2017,2,Online Search,Web
Treadclimber,CAM49296 DSEESF16B,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM49296 DSEESF16B,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Treadclimber,CAM49424 DOSG2T,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49578 SAWDODTABOOLAE,,1/4/2017,1/2/2017,1,Online Display,Call Center Internal
Bowflex Selecttech Dumbbells,CAM49578 SAWDODTABOOLAE,,1/4/2017,1/2/2017,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,1/4/2017,1/4/2017,1/2/2017,1,Online Display,Web
Bowflex Max Trainer,CAM49580 DODTABOOLAEDL2,,1/4/2017,1/2/2017,1,Online Display,Web
Bowflex Home Gyms,CAM49687 SAWDOSBIG,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM49687 SAWDOSBIG,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49741 SUNDN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49741 SUNDN120HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49742 VEL*N120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49747 JUSTN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,1/10/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49748 GRITN120HUNNYTIC,,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49749 LAFFN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49749 LAFFN120HUNNYTIC,1/15/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49749 LAFFN120HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49750 CMT*N120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49755 CHLRN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49761 OWN*N120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49761 OWN*N120HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49770 DISMN60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49771 DISNN60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49772 DISAN60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49773 CNN*N60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49773 CNN*N60*HUNNYTIC,,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49773 CNN*N60*HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49891 P1216WMNWRLDAPRIL,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49910 HMM*N120DANYETIC,1/4/2017,1/4/2017,1/2/2017,4,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM49911 INSPN120DANYETIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49911 INSPN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,5,Short Form,Call Center Internal
Treadclimber,CAM49911 INSPN120DANYETIC,,1/4/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49911 INSPN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49912 METVN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49912 METVN120DANYETIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49912 METVN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Third Party Call Center - West
Treadclimber,CAM49914 GAMEN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49914 GAMEN120DANYETIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49915 DCADN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49915 DCADN120DANYETIC,,1/4/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49915 DCADN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Third Party Call Center - West
Treadclimber,CAM49916 TESCN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49917 GET*N120DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49918 BLAZN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49919 MOVSN120DANYETIC,1/4/2017,1/4/2017,1/2/2017,4,Short Form,Call Center Internal
Treadclimber,CAM49919 MOVSN120DANYETIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49921 DISEN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49923 LMN*N60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49924 ION*N60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49930 FOODN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49931 HGTVN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49932 HALLN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49933 HISTN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49934 LIFEN60*DANYETIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49935 TVGDN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49942 DLFEN180MX100TIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49996 DODAOLEDL1,,1/4/2017,1/2/2017,3,Online Display,Web
Treadclimber,CAM49996 DODAOLEDL1,,1/4/2017,1/2/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50019 ESPLL60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50019 ESPLL60*HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50026 COMTL120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50026 COMTL120HUNNYTIC,,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM50033 P1216PLAYBOYMPO*,,1/4/2017,1/2/2017,1,Print,Call Center Internal
Bowflex Catalog,CAM50251 DCBHOMEWIN17,1/4/2017,1/4/2017,1/2/2017,3,Catalog,Call Center Internal
Bowflex Catalog,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,37,Catalog,Call Center Internal
Bowflex Max Trainer,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,12,Catalog,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,3,Catalog,Call Center Internal
Schwinn,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,1,Catalog,Call Center Internal
Treadclimber,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,21,Catalog,Call Center Internal
Bowflex Brand,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,6,Catalog,Web
Bowflex Catalog,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,5,Catalog,Web
Bowflex Max Trainer,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,2,Catalog,Web
Treadclimber,CAM50251 DCBHOMEWIN17,,1/4/2017,1/2/2017,3,Catalog,Web
Bowflex Max Trainer,CAM50347 CSISN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50352 FOXNN60*HUNNYTIC,1/18/2017,1/4/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50352 FOXNN60*HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM50392 PUREN120HUNNYTIC,1/4/2017,1/4/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,1/5/2017,1/5/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16426 DSETDIR,1/5/2017,1/5/2017,1/2/2017,2,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,1/5/2017,1/2/2017,12,Electronic - Short Form,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,2,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,66,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,1/5/2017,1/5/2017,1/2/2017,6,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,1/5/2017,1/5/2017,1/2/2017,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,106,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,1/5/2017,1/5/2017,1/2/2017,19,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,118,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,1/5/2017,1/2/2017,7,Electronic - UnSourced,Web
